model/no_gan,model/launch_tensorboard,model/gpu,model/dis_noise,enc_loss,model/tb_compare,model/kl_div_loss_weight,model/train_gan_cadence,kl_divergence,model/train_vae_cadence,dis_loss,model/input_repeats,model/dev_step,model/voxel_prob_threshold,elapsed_time,dataset/index,model/tb_dir,generator/pad,model/save_step,generator/verbose,model/learning_rate,model/ll_weight,model/ckpt_dir,model/debug,model/dec_lr,dec_loss,model/voxels_dim,cfg,model/dec_weight,vaegan,model/batch_size,model/epochs,dataset/splits,model/latent_dim,model/recon_loss_weight,dataset/categories,dataset/class,model/keep_prob,reconstruction_loss,model/display_step,model/adaptive_lr,model/verbose,model/enc_lr,log,model/monitor_memory,ll_loss,model/dis_lr
True,True,nan,0,45.39158630371094,"[['vae_toilet_nightstand_monitor', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-27_05-27-14/tb']]",0.1,1,156.03407287597656,1,-999.0,1,5,0.065,6402.329535365105,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_index.csv,tb,True,5,True,nan,1,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-28_15-09-00,True,0.0001,-999.0,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-28_15-09-00/cfg.json,100,False,128,201,True,100,10000,nan,ModelNet10,0.8,0.002977137453854084,1,False,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-03-28_15-09__root.log,True,-999.0,0.0001
False,True,nan,nan,nan,"[['best_sofa_and_toilet', '/home/jcworkma/jack/3d-form/models/voxel_vaegan1/modelnet10/2019-03-15_17-08-43/tb']]",1,nan,nan,nan,nan,1,2,0.065,46.8,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_sofa_index.csv,tb,True,5,True,0.0001,nan,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-16_07-36-27,False,nan,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-16_07-36-27/cfg.json,nan,True,32,100,True,100,10000,nan,ModelNet10,0.8,nan,6000,nan,True,nan,/home/jcworkma/jack/3d-form/src/logs/2019-03-16_07-36__root.log,nan,nan,nan
False,True,nan,nan,nan,"[['first_vaegan', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-16_12-42-35/tb']]",1,nan,nan,nan,nan,1,2,0.065,0.03,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_toilet_index.csv,tb,True,2,True,nan,nan,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-17_07-31-36,True,0.0001,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-17_07-31-36/cfg.json,nan,True,32,50,True,100,10000,nan,ModelNet10,0.8,nan,6000,nan,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-03-17_07-31__root.log,nan,nan,0.0001
False,True,nan,nan,136.06556701660156,"[['first_vaegan', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-16_12-42-35/tb']]",100,nan,1.2500604391098022,nan,8.677525520324707,1,2,0.065,23.935906914869943,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_toilet_index.csv,tb,True,2,True,nan,0.001,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-17_08-04-01,True,0.0001,80.38327026367188,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-17_08-04-01/cfg.json,100,True,32,50,True,100,10000,nan,ModelNet10,0.8,0.11389340460300446,6000,nan,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-03-17_08-04__root.log,nan,11059.5234375,0.0001
True,True,nan,0,nan,nan,0.1,1,nan,1,nan,1,5,0.065,219.61,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_64_index.csv,tb,True,5,True,nan,1,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-04-08_09-13-21,True,0.0001,nan,64,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-04-08_09-13-21/cfg.json,100,False,128,100,True,100,10000,"['bathtub', 'bed', 'chair', 'dresser', 'monitor', 'night_stand', 'sofa', 'table', 'toilet']",ModelNet10,0.8,nan,1,False,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-04-08_09-13__root.log,True,nan,0.0001
False,True,nan,0.05,nan,"[['vaegan_100epochs_toilets', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-18_13-12-53/tb']]",100,1,nan,1,nan,1,10,0.065,8.28,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_toilet_index.csv,tb,True,10,True,nan,0.0001,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-21_11-53-58,False,0.0001,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-21_11-53-58/cfg.json,100,True,32,201,True,100,10000,nan,ModelNet10,1.0,nan,1,nan,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-03-21_11-53__root.log,True,nan,0.0001
True,True,True,0,41.654869079589844,"[['vae_modelnet10_64_130epochs', '/home/jcworkma/jack/3d-form/models/voxel_vae_modelnet10_64_130epochs/tb']]",0.1,1,160.6812744140625,1,-999.0,1,5,0.065,6179.397433459759,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_64_index.csv,tb,True,5,True,nan,1,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-04-11_19-52-12,True,0.0001,-999.0,64,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-04-11_19-52-12/cfg.json,100,False,16,200,True,100,10000,"['bathtub', 'bed', 'chair', 'dresser', 'monitor', 'night_stand', 'sofa', 'table', 'toilet']",ModelNet10,0.8,0.0025586746633052826,1,False,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-04-11_19-52__root.log,True,-999.0,0.0001
True,True,True,0,nan,nan,0.1,1,nan,1,nan,1,5,0.065,nan,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_64_index.csv,tb,True,5,True,nan,1,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-04-11_19-45-23,True,0.0001,nan,64,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-04-11_19-45-23/cfg.json,100,False,16,200,True,100,10000,"['bathtub', 'bed', 'chair', 'dresser', 'monitor', 'night_stand', 'sofa', 'table', 'toilet']",ModelNet10,0.8,nan,1,False,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-04-11_19-45__root.log,True,nan,0.0001
False,True,nan,nan,nan,"[['best_vaegan', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-17_08-40-29/tb']]",100,nan,nan,nan,nan,1,10,0.065,91.68,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_toilet_index.csv,tb,True,10,True,nan,0.001,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-18_11-24-35,False,0.0001,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-18_11-24-35/cfg.json,100,True,32,201,True,100,10000,nan,ModelNet10,0.8,nan,1,nan,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-03-18_11-24__root.log,True,nan,0.0001
False,True,nan,0,0.00021124746126588434,"[['vaegan_1024_filter_discr', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-20_09-39-05/']]",100,1,3.3527612686157227e-08,1,0.0027689971029758453,1,10,0.065,622.9484390298526,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_toilet_index.csv,tb,True,10,True,nan,0.0001,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-22_16-01-54,True,0.0001,0.002976891817525029,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-22_16-01-54/cfg.json,100,True,32,201,True,100,10000,nan,ModelNet10,0.8,2.335671901702881,1,False,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-03-22_16-01__root.log,True,2.078947067260742,0.0001
True,True,nan,0,nan,"[['vae_toilet_nightstand_monitor', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-27_05-27-14/tb']]",0.1,1,nan,1,nan,1,5,0.065,0.75,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_index.csv,tb,True,5,True,nan,1,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-04-03_01-18-22,True,0.0001,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-04-03_01-18-22/cfg.json,100,False,128,100,True,100,10000,['toilet'],ModelNet10,0.8,nan,1,False,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-04-03_01-18__root.log,True,nan,0.0001
True,True,nan,0,74.23333740234375,"[['vae_200epochs_p1kl', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-25_11-05-00/tb']]",0.1,1,208.0921630859375,1,-999.0,1,5,0.065,1612.4963049650191,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_index.csv,tb,True,5,True,nan,1,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-27_05-27-14,True,0.0001,-999.0,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-27_05-27-14/cfg.json,100,False,128,201,True,100,10000,"['monitor', 'night_stand', 'toilet']",ModelNet10,0.8,0.005358298309147358,1,False,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-03-27_05-27__root.log,True,-999.0,0.0001
True,True,nan,0,nan,nan,0.1,1,nan,1,nan,1,5,0.065,nan,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_64_index.csv,tb,True,5,True,nan,1,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-04-08_09-10-24,True,0.0001,nan,64,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-04-08_09-10-24/cfg.json,100,False,128,100,True,100,10000,"['bathtub', 'bed', 'chair', 'dresser', 'monitor', 'night_stand', 'sofa', 'table', 'toilet']",ModelNet10,0.8,nan,1,False,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-04-08_09-10__root.log,True,nan,0.0001
False,True,nan,nan,nan,"[['best_vaegan', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-17_08-40-29/tb']]",100,nan,nan,nan,nan,1,10,0.065,0.62,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_toilet_index.csv,tb,True,10,True,nan,0.001,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-18_13-10-49,False,0.0001,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-18_13-10-49/cfg.json,100,True,32,201,True,100,10000,nan,ModelNet10,0.8,nan,1,nan,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-03-18_13-10__root.log,True,nan,0.0001
False,True,nan,nan,nan,"[['best_sofa_and_toilet', '/home/jcworkma/jack/3d-form/models/voxel_vaegan1/modelnet10/2019-03-15_17-08-43/tb']]",1,nan,nan,nan,nan,1,2,0.065,nan,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_sofa_index.csv,tb,True,1,True,0.0001,nan,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-16_12-25-27,True,nan,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-16_12-25-27/cfg.json,nan,True,32,2,True,100,10000,nan,ModelNet10,0.8,nan,6000,nan,True,nan,/home/jcworkma/jack/3d-form/src/logs/2019-03-16_12-25__root.log,nan,nan,nan
False,True,nan,nan,nan,"[['best_vaegan', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-17_08-40-29/tb']]",100,nan,nan,nan,nan,1,10,0.065,7.03,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_toilet_index.csv,tb,True,10,True,nan,0.001,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-18_12-56-31,False,0.0001,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-18_12-56-31/cfg.json,100,True,32,201,True,100,10000,nan,ModelNet10,0.8,nan,1,nan,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-03-18_12-56__root.log,True,nan,0.0001
False,True,nan,nan,nan,"[['best_sofa_and_toilet', '/home/jcworkma/jack/3d-form/models/voxel_vaegan1/modelnet10/2019-03-15_17-08-43/tb']]",1,nan,nan,nan,nan,1,2,0.065,1.27,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_sofa_index.csv,tb,True,1,True,0.0001,nan,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-16_12-27-07,True,nan,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-16_12-27-07/cfg.json,nan,True,32,2,True,100,10000,nan,ModelNet10,0.8,nan,6000,nan,True,nan,/home/jcworkma/jack/3d-form/src/logs/2019-03-16_12-27__root.log,nan,nan,nan
True,True,nan,0,nan,"[['vae_toilet_nightstand_monitor', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-27_05-27-14/tb']]",0.1,1,nan,1,nan,1,5,0.065,nan,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_index.csv,tb,True,5,True,nan,1,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-04-03_01-22-28,True,0.0001,nan,64,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-04-03_01-22-28/cfg.json,100,False,128,100,True,100,10000,['toilet'],ModelNet10,0.8,nan,1,False,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-04-03_01-22__root.log,True,nan,0.0001
True,True,nan,nan,nan,"[['best_sofa_and_toilet', '/home/jcworkma/jack/3d-form/models/voxel_vaegan1/modelnet10/2019-03-15_12-26-16/tb']]",1,nan,nan,nan,nan,1,2,0.065,0.86,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_sofa-toilet_index.csv,tb,True,5,True,"[[1, 0.0001], [None, 0.001]]",nan,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-16_02-18-55,False,nan,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-16_02-18-55/cfg.json,nan,False,32,100,True,100,10000,nan,ModelNet10,0.8,nan,6000,nan,True,nan,/home/jcworkma/jack/3d-form/src/logs/2019-03-16_02-18__root.log,nan,nan,nan
False,True,nan,nan,235.44004821777344,"[['vaegan_100epochs_toilets', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-18_13-12-53/tb']]",100,1,0.6568840146064758,2,0.0,1,10,0.065,316.4310593525569,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_toilet_index.csv,tb,True,10,True,nan,0.0001,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-19_19-31-20,False,0.0002,169.75164794921875,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-19_19-31-20/cfg.json,100,True,32,201,True,100,10000,nan,ModelNet10,1.0,0.3295256197452545,1,nan,True,0.0002,/home/jcworkma/jack/3d-form/src/logs/2019-03-19_19-31__root.log,True,1697516.5,0.0002
False,True,nan,0,nan,"[['vaegan_1024_filter_discr', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-20_09-39-05/']]",100,1,nan,1,nan,1,10,0.065,3.08,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_toilet_index.csv,tb,True,10,True,nan,0.0001,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-22_15-55-51,True,0.0001,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-22_15-55-51/cfg.json,100,True,32,201,True,100,10000,nan,ModelNet10,0.8,nan,1,False,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-03-22_15-55__root.log,True,nan,0.0001
False,True,nan,nan,nan,"[['best_sofa_and_toilet', '/home/jcworkma/jack/3d-form/models/voxel_vaegan1/modelnet10/2019-03-15_17-08-43/tb']]",0.01,nan,nan,nan,nan,1,2,0.065,1.2,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_sofa_index.csv,tb,True,1,True,0.0001,nan,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-16_12-37-23,True,nan,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-16_12-37-23/cfg.json,nan,True,32,2,True,100,10000,nan,ModelNet10,0.8,nan,6000,nan,True,nan,/home/jcworkma/jack/3d-form/src/logs/2019-03-16_12-37__root.log,nan,nan,nan
False,True,nan,0,nan,"[['vaegan_1024_filter_discr', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-20_09-39-05/']]",100,1,nan,1,nan,1,5,0.065,nan,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_toilet_index.csv,tb,True,2,True,nan,0.0001,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-23_04-00-49,True,0.0001,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-23_04-00-49/cfg.json,100,True,32,201,True,100,10000,nan,ModelNet10,0.8,nan,1,False,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-03-23_04-00__root.log,True,nan,0.0001
True,True,nan,nan,nan,"[['best_sofa_and_toilet', '/home/jcworkma/jack/3d-form/models/voxel_vaegan1/modelnet10/2019-03-15_17-08-43/tb']]",1,nan,nan,nan,nan,1,2,0.065,1.03,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_sofa-toilet_index.csv,tb,True,5,True,"[[1, 0.0001], [None, 0.001]]",nan,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-16_02-20-22,False,nan,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-16_02-20-22/cfg.json,nan,False,32,100,True,100,10000,nan,ModelNet10,0.8,nan,6000,nan,True,nan,/home/jcworkma/jack/3d-form/src/logs/2019-03-16_02-20__root.log,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,voxel_vaegan1/modelnet10/2019-03-14_14-52-16/cfg.json,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,/home/jcworkma/jack/3d-form/src/logs/2019-03-14_14-52__root.log,nan,nan,nan
True,True,True,0,nan,nan,0.1,1,nan,1,nan,1,5,0.065,nan,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_64_index.csv,tb,True,5,True,nan,1,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-04-09_05-25-48,True,0.0001,nan,64,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-04-09_05-25-48/cfg.json,100,False,128,100,True,100,10000,"['bathtub', 'bed', 'chair', 'dresser', 'monitor', 'night_stand', 'sofa', 'table', 'toilet']",ModelNet10,0.8,nan,1,False,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-04-09_05-25__root.log,True,nan,0.0001
False,True,nan,nan,nan,"[['vaegan_100epochs_toilets', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-18_13-12-53/tb']]",100,nan,nan,nan,nan,1,10,0.065,nan,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_toilet_index.csv,tb,True,10,True,nan,0.001,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-19_17-03-53,False,0.0001,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-19_17-03-53/cfg.json,100,True,32,201,True,100,10000,nan,ModelNet10,1.0,nan,1,nan,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-03-19_17-03__root.log,True,nan,0.0001
False,True,nan,nan,nan,"[['vaegan_100epochs_toilets', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-18_13-12-53/tb']]",100,1,nan,1,nan,1,10,0.065,2.52,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_toilet_index.csv,tb,True,10,True,nan,0.0001,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-20_09-36-22,False,0.0001,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-20_09-36-22/cfg.json,100,True,32,201,True,100,10000,nan,ModelNet10,1.0,nan,1,nan,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-03-20_09-36__root.log,True,nan,0.0001
True,True,nan,0,nan,nan,0.1,1,nan,1,nan,1,5,0.065,nan,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_64_index.csv,tb,True,5,True,nan,1,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-04-09_05-16-41,True,0.0001,nan,64,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-04-09_05-16-41/cfg.json,100,False,128,100,True,100,10000,"['bathtub', 'bed', 'chair', 'dresser', 'monitor', 'night_stand', 'sofa', 'table', 'toilet']",ModelNet10,0.8,nan,1,False,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-04-09_05-16__root.log,True,nan,0.0001
True,True,nan,0,67.32830810546875,"[['vae_toilet_nightstand_monitor', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-27_05-27-14/tb']]",0.1,1,149.69146728515625,1,-999.0,1,5,0.065,312.49736669063566,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_index.csv,tb,True,5,True,nan,1,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-04-03_07-31-30,True,0.0001,-999.0,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-04-03_07-31-30/cfg.json,100,False,128,100,True,100,10000,['table'],ModelNet10,0.8,0.005236003547906876,1,False,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-04-03_07-31__root.log,True,-999.0,0.0001
False,True,nan,nan,nan,"[['first_vaegan', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-16_12-42-35/tb']]",100,nan,nan,nan,nan,1,2,0.065,0.58,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_toilet_index.csv,tb,True,2,True,nan,0.0001,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-17_08-03-12,True,0.0001,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-17_08-03-12/cfg.json,100,True,32,50,True,100,10000,nan,ModelNet10,0.8,nan,6000,nan,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-03-17_08-03__root.log,nan,nan,0.0001
False,True,nan,0.05,nan,"[['vaegan_1024_filter_discr', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-20_09-39-05/']]",100,1,nan,1,nan,1,10,0.065,3.1,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_toilet_index.csv,tb,True,10,True,nan,0.0001,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-22_15-48-38,True,0.0001,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-22_15-48-38/cfg.json,100,True,32,201,True,100,10000,nan,ModelNet10,0.8,nan,1,False,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-03-22_15-48__root.log,True,nan,0.0001
False,True,nan,nan,nan,"[['vaegan_100epochs_toilets', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-18_13-12-53/tb']]",100,nan,nan,nan,nan,1,10,0.065,27.64,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_toilet_index.csv,tb,True,10,True,nan,0.001,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-19_17-25-34,False,0.0002,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-19_17-25-34/cfg.json,100,True,32,201,True,100,10000,nan,ModelNet10,1.0,nan,1,nan,True,0.0002,/home/jcworkma/jack/3d-form/src/logs/2019-03-19_17-25__root.log,True,nan,0.0002
True,True,nan,0,nan,"[['vae_toilet_nightstand_monitor', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-27_05-27-14/tb']]",0.1,1,nan,1,nan,1,5,0.065,nan,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_64_index.csv,tb,True,5,True,nan,1,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-04-08_09-05-46,True,0.0001,nan,64,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-04-08_09-05-46/cfg.json,100,False,128,100,True,100,10000,"['bathtub', 'bed', 'chair', 'dresser', 'monitor', 'night_stand', 'sofa', 'table', 'toilet']",ModelNet10,0.8,nan,1,False,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-04-08_09-05__root.log,True,nan,0.0001
False,True,nan,nan,nan,"[['vaegan_100epochs_toilets', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-18_13-12-53/tb']]",100,nan,nan,nan,nan,1,10,0.065,0.97,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_toilet_index.csv,tb,True,10,True,nan,0.001,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-19_17-04-56,False,0.0001,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-19_17-04-56/cfg.json,100,True,32,201,True,100,10000,nan,ModelNet10,1.0,nan,1,nan,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-03-19_17-04__root.log,True,nan,0.0001
False,True,nan,nan,nan,"[['best_vaegan', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-17_08-40-29/tb']]",100,nan,nan,nan,nan,1,10,0.065,nan,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_toilet_index.csv,tb,True,10,True,nan,0.001,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-19_13-06-46,False,0.0001,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-19_13-06-46/cfg.json,100,True,32,201,True,100,10000,nan,ModelNet10,1.0,nan,1,nan,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-03-19_13-06__root.log,True,nan,0.0001
