model/no_gan,model/launch_tensorboard,model/gpu,model/dis_noise,enc_loss,model/tb_compare,model/kl_div_loss_weight,model/train_gan_cadence,kl_divergence,model/train_vae_cadence,dis_loss,model/input_repeats,model/dev_step,model/voxel_prob_threshold,elapsed_time,dataset/index,model/tb_dir,generator/pad,model/save_step,generator/verbose,model/learning_rate,model/ll_weight,model/ckpt_dir,model/debug,model/dec_lr,dec_loss,model/voxels_dim,cfg,model/dec_weight,vaegan,model/batch_size,model/epochs,dataset/splits,model/latent_dim,model/recon_loss_weight,dataset/categories,dataset/class,model/keep_prob,reconstruction_loss,model/display_step,model/adaptive_lr,model/verbose,model/enc_lr,log,model/monitor_memory,ll_loss,model/dis_lr
True,True,nan,nan,305.8751220703125,"[['best', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/2019-03-12_16-36-25/tb']]",10,nan,580.1770629882812,nan,-999.0,1,2,0.065,35.95613197088242,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_toilet_index.csv,tb,True,5,True,"[[1, 0.0001], [None, 0.001]]",nan,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-14_15-51-00,False,nan,-999.0,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-14_15-51-00/cfg.json,nan,False,128,11,True,100,10000,nan,ModelNet10,0.8,3414.3466796875,6000,nan,True,nan,/home/jcworkma/jack/3d-form/src/logs/2019-03-14_15-51__root.log,nan,nan,nan
False,True,nan,0,nan,"[['vaegan_logless_loss', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-22_16-01-54/tb']]",100,1,nan,1,nan,1,5,0.065,2.6,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_toilet_index.csv,tb,True,2,True,nan,1,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-23_08-06-39,True,0.0001,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-23_08-06-39/cfg.json,100,True,32,201,True,100,10000,nan,ModelNet10,1.0,nan,1,False,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-03-23_08-06__root.log,True,nan,0.0001
True,True,True,0,nan,nan,0.1,1,nan,1,nan,1,5,0.065,nan,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_64_index.csv,tb,True,5,True,nan,1,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-04-11_19-47-37,True,0.0001,nan,64,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-04-11_19-47-37/cfg.json,100,False,16,200,True,100,10000,"['bathtub', 'bed', 'chair', 'dresser', 'monitor', 'night_stand', 'sofa', 'table', 'toilet']",ModelNet10,0.8,nan,1,False,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-04-11_19-47__root.log,True,nan,0.0001
True,True,nan,nan,141.6178741455078,"[['best_sofa_and_toilet', '/home/jcworkma/jack/3d-form/models/voxel_vaegan1/modelnet10/2019-03-15_12-26-16/tb']]",1,nan,1152.592529296875,nan,-999.0,1,2,0.065,166.6638479590416,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_sofa-toilet_index.csv,tb,True,5,True,0.0001,nan,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-15_17-08-43,False,nan,-999.0,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-15_17-08-43/cfg.json,nan,False,32,100,True,100,10000,nan,ModelNet10,0.8,346.03094482421875,6000,nan,True,nan,/home/jcworkma/jack/3d-form/src/logs/2019-03-15_17-08__root.log,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-14_15-18-38/cfg.json,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,/home/jcworkma/jack/3d-form/src/logs/2019-03-14_15-18__root.log,nan,nan,nan
False,True,nan,nan,nan,"[['best_vaegan', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-17_08-40-29/tb']]",100,nan,nan,nan,nan,1,10,0.065,5.17,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_toilet_index.csv,tb,True,10,True,nan,0.001,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-18_13-03-47,False,0.0001,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-18_13-03-47/cfg.json,100,True,32,201,True,100,10000,nan,ModelNet10,0.8,nan,1,nan,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-03-18_13-03__root.log,True,nan,0.0001
False,True,nan,nan,nan,"[['vaegan_100epochs_toilets', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-18_13-12-53/tb']]",100,nan,nan,nan,nan,1,10,0.065,0.9,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_toilet_index.csv,tb,True,10,True,nan,0.001,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-19_17-07-33,False,0.0001,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-19_17-07-33/cfg.json,100,True,32,201,True,100,10000,nan,ModelNet10,1.0,nan,1,nan,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-03-19_17-07__root.log,True,nan,0.0001
True,True,nan,0,84.61878967285156,"[['vae_200epochs_p1kl', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-25_11-05-00/tb']]",0.01,1,377.723876953125,1,-999.0,1,5,0.065,218.47421681483587,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_toilet_index.csv,tb,True,5,True,nan,1,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-26_01-30-43,True,0.0001,-999.0,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-26_01-30-43/cfg.json,100,False,128,201,True,100,10000,nan,ModelNet10,0.8,0.008134436793625355,1,False,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-03-26_01-30__root.log,True,-999.0,0.0001
True,True,nan,0,71.57206726074219,"[['vae_200epochs_p1kl', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-25_11-05-00/tb']]",0.1,1,203.1240692138672,1,-999.0,1,5,0.065,726.7827433466912,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_index.csv,tb,True,5,True,nan,1,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-26_17-02-56,True,0.0001,-999.0,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-26_17-02-56/cfg.json,100,False,128,201,True,100,10000,"['bathtub', 'toilet']",ModelNet10,0.8,0.0051386235281825066,1,False,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-03-26_17-02__root.log,True,-999.0,0.0001
True,True,nan,nan,158.2759552001953,"[['best', '/home/jcworkma/jack/3d-form/models/voxel_vaegan1/modelnet10/best/tb']]",1,nan,4334.2314453125,nan,-999.0,1,2,0.065,36.34944473107656,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_toilet_index.csv,tb,True,5,True,"[[1, 0.0001], [None, 0.001]]",nan,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-14_17-18-00,False,nan,-999.0,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-14_17-18-00/cfg.json,nan,False,128,11,nan,100,10000,nan,ModelNet10,0.8,1631.519775390625,6000,nan,True,nan,/home/jcworkma/jack/3d-form/src/logs/2019-03-14_17-18__root.log,nan,nan,nan
False,True,nan,nan,nan,"[['first_vaegan', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-16_12-42-35/tb']]",100,nan,nan,nan,nan,1,2,0.065,1.07,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_toilet_index.csv,tb,True,2,True,nan,0.0001,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-17_08-01-53,True,0.0001,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-17_08-01-53/cfg.json,100,True,32,50,True,100,10000,nan,ModelNet10,0.8,nan,6000,nan,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-03-17_08-01__root.log,nan,nan,0.0001
False,True,nan,0,nan,"[['vaegan_1024_filter_discr', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-20_09-39-05/']]",100,1,nan,1,nan,1,5,0.065,nan,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_toilet_index.csv,tb,True,2,True,nan,0.0001,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-23_04-09-04,True,0.0001,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-23_04-09-04/cfg.json,100,True,32,201,True,100,10000,nan,ModelNet10,0.8,nan,1,False,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-03-23_04-09__root.log,True,nan,0.0001
False,True,nan,0,nan,"[['vaegan_1024_filter_discr', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-20_09-39-05/']]",100,1,nan,1,nan,1,5,0.065,3.63,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_toilet_index.csv,tb,True,2,True,nan,0.0001,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-23_04-15-08,True,0.0001,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-23_04-15-08/cfg.json,100,True,32,201,True,100,10000,nan,ModelNet10,0.8,nan,1,False,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-03-23_04-15__root.log,True,nan,0.0001
False,True,nan,nan,nan,"[['best_vaegan', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-17_08-40-29/tb']]",100,nan,nan,nan,nan,1,10,0.065,0.7,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_toilet_index.csv,tb,True,10,True,nan,0.001,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-18_13-09-58,False,0.0001,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-18_13-09-58/cfg.json,100,True,32,201,True,100,10000,nan,ModelNet10,0.8,nan,1,nan,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-03-18_13-09__root.log,True,nan,0.0001
True,True,nan,0,nan,"[['vae_200epochs_p1kl', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-25_11-05-00/tb']]",0.1,1,nan,1,nan,1,5,0.065,0.78,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_index.csv,tb,True,5,True,nan,1,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-28_15-07-04,True,0.0001,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-28_15-07-04/cfg.json,100,False,128,201,True,100,10000,nan,ModelNet10,0.8,nan,1,False,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-03-28_15-07__root.log,True,nan,0.0001
True,True,nan,nan,nan,"[['best_sofa_and_toilet', '/home/jcworkma/jack/3d-form/models/voxel_vaegan1/modelnet10/2019-03-15_12-26-16/tb']]",1,nan,nan,nan,nan,1,2,0.065,38.63,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_sofa-toilet_index.csv,tb,True,5,True,0.0001,nan,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-15_16-29-55,False,nan,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-15_16-29-55/cfg.json,nan,False,32,20,True,100,10000,nan,ModelNet10,0.8,nan,6000,nan,True,nan,/home/jcworkma/jack/3d-form/src/logs/2019-03-15_16-29__root.log,nan,nan,nan
False,True,nan,nan,nan,"[['best_sofa_and_toilet', '/home/jcworkma/jack/3d-form/models/voxel_vaegan1/modelnet10/2019-03-15_17-08-43/tb']]",0.01,nan,nan,nan,nan,1,2,0.065,nan,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_sofa_index.csv,tb,True,1,True,0.0001,nan,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-16_12-41-46,True,nan,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-16_12-41-46/cfg.json,nan,True,32,2,True,100,10000,nan,ModelNet10,0.8,nan,6000,nan,True,nan,/home/jcworkma/jack/3d-form/src/logs/2019-03-16_12-41__root.log,nan,nan,nan
False,True,nan,nan,nan,"[['first_vaegan', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-16_12-42-35/tb']]",1,nan,nan,nan,nan,1,2,0.065,0.1,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_toilet_index.csv,tb,True,2,True,nan,nan,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-17_07-32-00,True,0.0001,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-17_07-32-00/cfg.json,nan,True,32,50,True,100,10000,nan,ModelNet10,0.8,nan,6000,nan,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-03-17_07-32__root.log,nan,nan,0.0001
True,True,nan,0,nan,nan,0.1,1,nan,1,nan,1,5,0.065,nan,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_64_index.csv,tb,True,5,True,nan,1,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-04-09_04-35-17,True,0.0001,nan,64,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-04-09_04-35-17/cfg.json,100,True,128,100,True,100,10000,"['bathtub', 'bed', 'chair', 'dresser', 'monitor', 'night_stand', 'sofa', 'table', 'toilet']",ModelNet10,0.8,nan,1,False,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-04-09_04-35__root.log,True,nan,0.0001
False,True,nan,0,nan,"[['vaegan_1024_filter_discr', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-20_09-39-05/']]",100,1,nan,1,nan,1,5,0.065,1.85,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_toilet_index.csv,tb,True,2,True,nan,0.0001,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-23_03-30-49,True,0.0001,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-23_03-30-49/cfg.json,100,True,32,201,True,100,10000,nan,ModelNet10,0.8,nan,1,False,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-03-23_03-30__root.log,True,nan,0.0001
False,True,nan,0,nan,"[['vaegan_1024_filter_discr', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-20_09-39-05/']]",100,1,nan,1,nan,1,5,0.065,nan,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_toilet_index.csv,tb,True,2,True,nan,0.0001,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-23_03-16-28,True,0.0001,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-23_03-16-28/cfg.json,100,True,32,201,True,100,10000,nan,ModelNet10,0.8,nan,1,False,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-03-23_03-16__root.log,True,nan,0.0001
False,True,nan,nan,nan,"[['best_sofa_and_toilet', '/home/jcworkma/jack/3d-form/models/voxel_vaegan1/modelnet10/2019-03-15_17-08-43/tb']]",1,nan,nan,nan,nan,1,2,0.065,nan,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_sofa_index.csv,tb,True,1,True,0.0001,nan,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-16_12-13-21,True,nan,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-16_12-13-21/cfg.json,nan,True,32,2,True,100,10000,nan,ModelNet10,0.8,nan,6000,nan,True,nan,/home/jcworkma/jack/3d-form/src/logs/2019-03-16_12-13__root.log,nan,nan,nan
True,True,nan,nan,302.2789001464844,"[['best', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/2019-03-12_16-36-25/tb']]",10,nan,593.1022338867188,nan,-999.0,1,2,0.065,36.15571151971817,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_toilet_index.csv,tb,True,5,True,"[[1, 0.0001], [None, 0.001]]",nan,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-14_16-33-24,False,nan,-999.0,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-14_16-33-24/cfg.json,nan,False,128,11,nan,100,10000,nan,ModelNet10,0.8,3353.308349609375,6000,nan,True,nan,/home/jcworkma/jack/3d-form/src/logs/2019-03-14_16-33__root.log,nan,nan,nan
False,True,nan,0.05,nan,"[['vaegan_100epochs_toilets', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-18_13-12-53/tb']]",100,1,nan,1,nan,1,10,0.065,3.37,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_toilet_index.csv,tb,True,10,True,nan,0.0001,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-21_11-36-10,False,0.0001,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-21_11-36-10/cfg.json,100,True,32,201,True,100,10000,nan,ModelNet10,1.0,nan,1,nan,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-03-21_11-36__root.log,True,nan,0.0001
False,True,nan,0,nan,"[['vaegan_1024_filter_discr', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-20_09-39-05/']]",100,1,nan,1,nan,1,5,0.065,1.13,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_toilet_index.csv,tb,True,2,True,nan,0.0001,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-23_03-44-07,True,0.0001,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-23_03-44-07/cfg.json,100,True,32,201,True,100,10000,nan,ModelNet10,0.8,nan,1,False,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-03-23_03-44__root.log,True,nan,0.0001
False,True,nan,nan,nan,"[['first_vaegan', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-16_12-42-35/tb']]",1,nan,nan,nan,nan,1,2,0.065,2.75,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_toilet_index.csv,tb,True,2,True,nan,nan,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-17_07-35-21,True,0.0001,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-17_07-35-21/cfg.json,nan,True,32,50,True,100,10000,nan,ModelNet10,0.8,nan,6000,nan,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-03-17_07-35__root.log,nan,nan,0.0001
True,True,nan,nan,nan,"[['best', '/home/jcworkma/jack/3d-form/models/voxel_vaegan1/modelnet10/best/tb']]",1,nan,nan,nan,nan,1,2,0.065,0.6,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_sofa_index.csv,tb,True,5,True,"[[1, 0.0001], [None, 0.001]]",nan,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-14_18-12-18,False,nan,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-14_18-12-18/cfg.json,nan,False,128,11,nan,100,10000,nan,ModelNet10,0.8,nan,6000,nan,True,nan,/home/jcworkma/jack/3d-form/src/logs/2019-03-14_18-12__root.log,nan,nan,nan
True,True,nan,0,155.69480895996094,"[['best_sofa_and_toilet', '/home/jcworkma/jack/3d-form/models/voxel_vaegan1/modelnet10/2019-03-15_17-08-43/tb']]",1,1,52.633384704589844,1,-999.0,1,5,0.065,552.124765865008,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_toilet_index.csv,tb,True,5,True,nan,1,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-23_08-20-39,True,0.0001,-999.0,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-23_08-20-39/cfg.json,100,False,128,201,True,100,10000,nan,ModelNet10,0.8,0.010303156450390816,1,False,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-03-23_08-20__root.log,True,-999.0,0.0001
False,True,nan,nan,nan,"[['vaegan_100epochs_toilets', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-18_13-12-53/tb']]",100,nan,nan,nan,nan,1,10,0.065,nan,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_toilet_index.csv,tb,True,10,True,nan,0.001,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-19_17-53-44,False,0.0002,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-19_17-53-44/cfg.json,100,True,32,201,True,100,10000,nan,ModelNet10,1.0,nan,1,nan,True,0.0002,/home/jcworkma/jack/3d-form/src/logs/2019-03-19_17-53__root.log,True,nan,0.0002
False,True,nan,0,0.22744615375995636,"[['vaegan_logless_loss', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-22_16-01-54/tb']]",100,1,0.0007585932034999132,2,0.025842225179076195,1,5,0.065,184.92185906966526,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_toilet_index.csv,tb,True,2,True,nan,0.001,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-23_04-26-53,True,0.0001,0.17742905020713806,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-23_04-26-53/cfg.json,100,True,128,201,True,100,10000,nan,ModelNet10,1.0,1.9732216596603394,1,False,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-03-23_04-26__root.log,True,151.58682250976562,0.0001
False,True,nan,0.05,nan,"[['vaegan_1024_filter_discr', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-20_09-39-05/']]",100,1,nan,1,nan,1,10,0.065,nan,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_toilet_index.csv,tb,True,10,True,nan,0.0001,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-21_12-20-06,False,0.0001,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-21_12-20-06/cfg.json,100,True,32,201,True,100,10000,nan,ModelNet10,0.8,nan,1,False,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-03-21_12-20__root.log,True,nan,0.0001
True,True,nan,0,nan,nan,0.1,1,nan,1,nan,1,5,0.065,nan,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_64_index.csv,tb,True,5,True,nan,1,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-04-09_04-56-22,True,0.0001,nan,64,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-04-09_04-56-22/cfg.json,100,True,128,100,True,100,10000,"['bathtub', 'bed', 'chair', 'dresser', 'monitor', 'night_stand', 'sofa', 'table', 'toilet']",ModelNet10,0.8,nan,1,False,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-04-09_04-56__root.log,True,nan,0.0001
False,True,nan,nan,nan,"[['best_sofa_and_toilet', '/home/jcworkma/jack/3d-form/models/voxel_vaegan1/modelnet10/2019-03-15_17-08-43/tb']]",1,nan,nan,nan,nan,1,2,0.065,37.03,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_sofa_index.csv,tb,True,5,True,0.0001,nan,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-16_08-55-45,True,nan,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-16_08-55-45/cfg.json,nan,True,32,100,True,100,10000,nan,ModelNet10,0.8,nan,6000,nan,True,nan,/home/jcworkma/jack/3d-form/src/logs/2019-03-16_08-55__root.log,nan,nan,nan
False,True,nan,nan,nan,"[['best_sofa_and_toilet', '/home/jcworkma/jack/3d-form/models/voxel_vaegan1/modelnet10/2019-03-15_17-08-43/tb']]",1,nan,nan,nan,nan,1,2,0.065,nan,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_sofa_index.csv,tb,True,1,True,0.0001,nan,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-16_12-21-47,True,nan,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-16_12-21-47/cfg.json,nan,True,32,2,True,100,10000,nan,ModelNet10,0.8,nan,6000,nan,True,nan,/home/jcworkma/jack/3d-form/src/logs/2019-03-16_12-21__root.log,nan,nan,nan
True,True,nan,nan,nan,"[['best', '/home/jcworkma/jack/3d-form/models/voxel_vaegan1/modelnet10/best/tb']]",1,nan,nan,nan,nan,1,2,0.065,1.67,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_sofa-toilet_index.csv,tb,True,5,True,0.0001,nan,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-15_16-24-35,False,nan,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-15_16-24-35/cfg.json,nan,False,32,10,True,100,10000,nan,ModelNet10,0.8,nan,6000,nan,True,nan,/home/jcworkma/jack/3d-form/src/logs/2019-03-15_16-24__root.log,nan,nan,nan
False,True,nan,nan,nan,"[['best_sofa_and_toilet', '/home/jcworkma/jack/3d-form/models/voxel_vaegan1/modelnet10/2019-03-15_17-08-43/tb']]",0.01,nan,nan,nan,nan,1,2,0.065,2.81,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_sofa_index.csv,tb,True,1,True,0.0001,nan,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-16_12-38-47,True,nan,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-16_12-38-47/cfg.json,nan,True,32,2,True,100,10000,nan,ModelNet10,0.8,nan,6000,nan,True,nan,/home/jcworkma/jack/3d-form/src/logs/2019-03-16_12-38__root.log,nan,nan,nan
